S.No.,GSTIN,Supplier Name,Export Invoice Number ,Export Date ,Export Value, GSTR 2B , Taxable Value as per GSTR 2B ,Category of Input Supplies,HSN/SAC,CGST Amount,SGST Amount,IGST Amount,Cess, Eligible for ITC ,3B Month
6732,24AAKPF0916C1ZD,RAJA RUBBER,172,11/4/2023,3200,3200,3200, Inputs ,56041000,288,288,0,, Yes ,Oct-22
6733,24AAKPF0916C1ZD,RAJA RUBBER,174,11/9/2023,29400,29400,29400, Inputs ,56041000,2646,2646,0,, Yes ,Oct-22
6734,24AAKPF0916C1ZD,RAJA RUBBER,177,11/9/2023,9450,9450,9450, Inputs ,56041000,850.5,850.5,0,, Yes ,Oct-22
6735,24AANFR7274E1ZY,RAKI AND SONS,RK/2023-24/1781,11/2/2023,3960,3960,3960, Inputs ,40151900,356.4,356.4,0,, Yes ,Oct-22
6736,24AANFR7274E1ZY,RAKI AND SONS,RK/2023-24/1910,11/24/2023,9750,9750,9750, Inputs ,40151900,877.5,877.5,0,, Yes ,Oct-22
6737,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407655,11/2/2023,179434,179434,179434, Inputs ,74081990,0,0,32298.13,, Yes ,Oct-22
6738,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407656,11/2/2023,641874,641874,641874, Inputs ,74081990,0,0,115537.31,, Yes ,Oct-22
6739,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407657,11/2/2023,1225081,1225081,1225081, Inputs ,74081990,0,0,220514.53,, Yes ,Oct-22
6740,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407699,11/4/2023,1238183,1238183,1238183, Inputs ,74081990,0,0,222872.89,, Yes ,Oct-22
6741,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407700,11/4/2023,906026,906026,906026, Inputs ,74081990,0,0,163084.59,, Yes ,Oct-22
6742,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407705,11/4/2023,305361,305361,305361, Inputs ,74081990,0,0,54964.92,, Yes ,Oct-22
6743,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407748,11/6/2023,191865,191865,191865, Inputs ,74081990,0,0,34535.68,, Yes ,Oct-22
6744,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407749,11/6/2023,512196,512196,512196, Inputs ,74081990,0,0,92195.19,, Yes ,Oct-22
6745,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407754,11/6/2023,309653,309653,309653, Inputs ,74081990,0,0,55737.48,, Yes ,Oct-22
6746,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407755,11/6/2023,85339,85339,85339, Inputs ,74081990,0,0,15360.96,, Yes ,Oct-22
6747,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407756,11/6/2023,426196,426196,426196, Inputs ,74081990,0,0,76715.26,, Yes ,Oct-22
6748,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407826,11/8/2023,636534,636534,636534, Inputs ,74081990,0,0,114576.09,, Yes ,Oct-22
6749,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407827,11/8/2023,447990,447990,447990, Inputs ,74081990,0,0,80638.25,, Yes ,Oct-22
6750,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407828,11/8/2023,223888,223888,223888, Inputs ,74081990,0,0,40299.78,, Yes ,Oct-22
6751,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407829,11/8/2023,83395,83395,83395, Inputs ,74081990,0,0,15011.06,, Yes ,Oct-22
6752,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407939,11/11/2023,625940,625940,625940, Inputs ,74081990,0,0,112669.25,, Yes ,Oct-22
6753,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407940,11/11/2023,386979,386979,386979, Inputs ,74081990,0,0,69656.22,, Yes ,Oct-22
6754,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2407941,11/11/2023,199290,199290,199290, Inputs ,74081990,0,0,35872.13,, Yes ,Oct-22
6755,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2408030,11/16/2023,448715,448715,448715, Inputs ,74081990,0,0,80768.65,, Yes ,Oct-22
6756,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2408031,11/16/2023,431922,431922,431922, Inputs ,74081990,0,0,77745.88,, Yes ,Oct-22
6757,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2408032,11/16/2023,157461,157461,157461, Inputs ,74081990,0,0,28343,, Yes ,Oct-22
6758,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2408101,11/18/2023,84503,84503,84503, Inputs ,74081990,0,0,15210.6,, Yes ,Oct-22
6759,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2408103,11/18/2023,300478,300478,300478, Inputs ,74081990,0,0,54086.01,, Yes ,Oct-22
6760,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2408104,11/18/2023,433623,433623,433623, Inputs ,74081990,0,0,78052.14,, Yes ,Oct-22
6761,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,A2408256,11/23/2023,498773,498773,498773, Inputs ,74081990,0,0,89779.17,, Yes ,Oct-22
6762,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,B2411553,11/9/2023,56691,56691,56691, Inputs ,74081990,0,0,10204.35,, Yes ,Oct-22
6763,26AAACR2638C1ZR,RAM RATNA WIRES LIMITED,B2411554,11/9/2023,315040,315040,315040, Inputs ,74081990,0,0,56707.31,, Yes ,Oct-22
6764,24AVUPK6717H1Z6,RATNAMANI INTERNATIONAL ,2023-24/697,11/1/2023,152256,152256,152256, Inputs ,74199930,13703.06,13703.06,0,, Yes ,Oct-22
6765,24AVUPK6717H1Z6,RATNAMANI INTERNATIONAL ,2023-24/723,11/6/2023,209552,209552,209552, Inputs ,74199930,18859.68,18859.68,0,, Yes ,Oct-22
6766,24AVUPK6717H1Z6,RATNAMANI INTERNATIONAL ,2023-24/771,11/26/2023,285200,285200,285200, Inputs ,74199930,25667.97,25667.97,0,, Yes ,Oct-22
6767,24AVUPK6717H1Z6,RATNAMANI INTERNATIONAL ,2023-24/772,11/26/2023,11155,11155,11155, Inputs ,74199930,1003.95,1003.95,0,, Yes ,Oct-22
6768,24AHNPV7194C1ZW,RAVI PAINTING WORKS LABOUR SUPPLIERS,50,11/3/2023,243498,243498,243498, Input Services ,998513,21914.82,21914.82,0,, Yes ,Oct-22
6769,24AAYFR5883N1Z1,REACH SAFE PAKART,RSP23-24/00658,11/4/2023,12235,12235,12235, Inputs ,4819,1101.15,1101.15,0,, Yes ,Oct-22
6770,24AAYFR5883N1Z1,REACH SAFE PAKART,RSP23-24/00702,11/27/2023,57650,57650,57650, Inputs ,4819,5188.5,5188.5,0,, Yes ,Oct-22
6771,24AUBPP0264G1ZY,REFLECTION,173/23-24,11/20/2023,9500,9500,9500, Inputs ,48209090,855,855,0,, Yes ,Oct-22
6772,24AZJPD4344G1ZN,RENAISSANCE ENTERPRISE,698/RE/23-24,11/29/2023,720,720,720, Inputs ,73072900,64.8,64.8,0,, Yes ,Oct-22
6773,24CWPPS7798A1ZU,RIKA INDUSTRIES,RI/23-24/77,11/7/2023,63330,63330,63330, Capital Goods ,8442,5699.7,5699.7,0,, Yes ,Oct-22
6774,24BEPPS0793N1ZO,RIVAA SALES CORPORATION,491/2023-24,11/1/2023,151000,151000,151000, Inputs ,74199930,13590,13590,0,, Yes ,Oct-22
6775,24BEPPS0793N1ZO,RIVAA SALES CORPORATION,499/2023-24,11/2/2023,69825,69825,69825, Inputs ,74199930,6284.25,6284.25,0,, Yes ,Oct-22
6776,24BEPPS0793N1ZO,RIVAA SALES CORPORATION,503/2023-24,11/5/2023,167281,167281,167281, Inputs ,74199930,15055.29,15055.29,0,, Yes ,Oct-22
6777,24BEPPS0793N1ZO,RIVAA SALES CORPORATION,519/2023-24,11/20/2023,90369,90369,90369, Inputs ,74199930,8133.21,8133.21,0,, Yes ,Oct-22
6778,24BEPPS0793N1ZO,RIVAA SALES CORPORATION,529/2023-24,11/23/2023,31228,31228,31228, Inputs ,74199930,2810.52,2810.52,0,, Yes ,Oct-22
6779,24BEPPS0793N1ZO,RIVAA SALES CORPORATION,532/2023-24,11/26/2023,150675,150675,150675, Inputs ,74199930,13560.75,13560.75,0,, Yes ,Oct-22
6780,24AALCR1646K1Z5,RLA CORPORATE SERVICES PRIVATE LIMITED,47,11/1/2023,375217,375217,375217, Input Services ,998519,33769.53,33769.53,0,, Yes ,Oct-22
6781,24AALCR1646K1Z5,RLA CORPORATE SERVICES PRIVATE LIMITED,50,11/1/2023,2261827,2261827,2261827, Input Services ,998519,203564.43,203564.43,0,, Yes ,Oct-22
6782,24AALCR1646K1Z5,RLA CORPORATE SERVICES PRIVATE LIMITED,51,11/1/2023,2766766,2766766,2766766, Input Services ,998519,249008.94,249008.94,0,, Yes ,Oct-22
6783,24AALCR1646K1Z5,RLA CORPORATE SERVICES PRIVATE LIMITED,54,11/1/2023,317688,317688,317688, Input Services ,998519,28591.92,28591.92,0,, Yes ,Oct-22
6784,24AALCR1646K1Z5,RLA CORPORATE SERVICES PRIVATE LIMITED,55,11/1/2023,1306,1306,1306, Input Services ,998519,117.54,117.54,0,, Yes ,Oct-22
6785,24AGYPS4384F1ZQ,RUCHI INDUSTRIES,ST/2324/0325,11/23/2023,3500,3500,3500, Inputs ,441480,210,210,0,, Yes ,Oct-22
6786,24AGYPS4384F1ZQ,RUCHI INDUSTRIES,ST/2324/0329,11/24/2023,23328,23328,23328, Inputs ,441480,1399.68,1399.68,0,, Yes ,Oct-22
6787,24DOZPP1073J1ZB,RUDRA EQUIPMENT,896,11/9/2023,38000,38000,38000, Capital Goods ,8479,3420,3420,0,, Yes ,Oct-22
6788,24AANCS2335L1Z4,SAFAL INFOSOFT PVT LTD,DOM/23-24/224,11/2/2023,210000,210000,210000, Capital Goods ,85238020,18900,18900,0,, Yes ,Oct-22
6789,36ABBCS9956N1ZG,SAI PARADISE MACHINE TOOLS (INDIA) PRIVATE LIMITED,2177,11/9/2023,3500,3500,3500, Inputs ,84623100,0,0,630,, Yes ,Oct-22
6790,24APIPJ3990F1ZU,SAINATH ENTERPRISE,668,11/1/2023,4850,4850,4850, Inputs ,8443,436.5,436.5,0,, Yes ,Oct-22
6791,24APIPJ3990F1ZU,SAINATH ENTERPRISE,674,11/2/2023,56876,56876,56876, Inputs ,8443,5118.82,5118.82,0,, Yes ,Oct-22
6792,24APIPJ3990F1ZU,SAINATH ENTERPRISE,717,11/21/2023,76140,76140,76140, Inputs ,8443,6852.6,6852.6,0,, Yes ,Oct-22
6793,09ADMFS3957K1Z9,SANTRON CABLE INDUSTRIES,SCI/235/2023-24,11/8/2023,109272,109272,109272, Inputs ,8544,0,0,19669,, Yes ,Oct-22
6794,24AFOPS7299J1ZH,SAPANABEN CHIRAGBHAI SHAH,08/23-24,11/1/2023,50000,50000,50000, Input Services ,997212,4500,4500,0,, Yes ,Oct-22
6795,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0395,11/1/2023,2542600,2542600,2542600, Inputs ,72261100,228834,228834,0,, Yes ,Oct-22
6796,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0396,11/2/2023,2395950,2395950,2395950, Inputs ,72261100,215635.5,215635.5,0,, Yes ,Oct-22
6797,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0400,11/4/2023,2319875,2319875,2319875, Inputs ,72261100,208788.75,208788.75,0,, Yes ,Oct-22
6798,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0404,11/8/2023,2248050,2248050,2248050, Inputs ,72261100,202324.5,202324.5,0,, Yes ,Oct-22
6799,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0407,11/9/2023,2473800,2473800,2473800, Inputs ,72261100,222642,222642,0,, Yes ,Oct-22
6800,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0412,11/10/2023,2142000,2142000,2142000, Inputs ,72261100,192780,192780,0,, Yes ,Oct-22
6801,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0414,11/20/2023,1564500,1564500,1564500, Inputs ,72261100,140805,140805,0,, Yes ,Oct-22
6802,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0417,11/22/2023,1575000,1575000,1575000, Inputs ,72261100,141750,141750,0,, Yes ,Oct-22
6803,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0421,11/23/2023,2583000,2583000,2583000, Inputs ,72261100,232470,232470,0,, Yes ,Oct-22
6804,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0422,11/24/2023,2175600,2175600,2175600, Inputs ,72261100,195804,195804,0,, Yes ,Oct-22
6805,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0425,11/25/2023,2197650,2197650,2197650, Inputs ,72261100,197788.5,197788.5,0,, Yes ,Oct-22
6806,24ABFCS7119H1ZB,SARJANI CORETECH PRIVATE LIMITED,ST/2324/0427,11/28/2023,2125500,2125500,2125500, Inputs ,72261100,191295,191295,0,, Yes ,Oct-22
6807,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046520,11/4/2023,1569,1569,1569, Inputs ,8536,141.21,141.21,0,, Yes ,Oct-22
6808,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046588,11/7/2023,613,613,613, Inputs ,8536,55.17,55.17,0,, Yes ,Oct-22
6809,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046589,11/7/2023,303,303,303, Inputs ,8536,27.28,27.28,0,, Yes ,Oct-22
6810,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046613,11/7/2023,21915,21915,21915, Inputs ,8536,1972.35,1972.35,0,, Yes ,Oct-22
6811,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046617,11/7/2023,10150,10150,10150, Inputs ,8536,913.5,913.5,0,, Yes ,Oct-22
6812,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046618,11/7/2023,4600,4600,4600, Inputs ,8536,414,414,0,, Yes ,Oct-22
6813,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046674,11/9/2023,1046,1046,1046, Inputs ,8536,94.14,94.14,0,, Yes ,Oct-22
6814,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046756,11/17/2023,1968,1968,1968, Inputs ,8536,177.12,177.12,0,, Yes ,Oct-22
6815,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046845,11/22/2023,400,400,400, Inputs ,8536,36,36,0,, Yes ,Oct-22
6816,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046875,11/22/2023,81,81,81, Inputs ,8536,7.34,7.34,0,, Yes ,Oct-22
6817,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046895,11/23/2023,1148,1148,1148, Inputs ,8536,103.32,103.32,0,, Yes ,Oct-22
6818,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220046930,11/24/2023,1804,1804,1804, Inputs ,8536,162.36,162.36,0,, Yes ,Oct-22
6819,27AAPCS8508K1ZN,SEATRACK LOGISTICS SOLUTIONS PVT.LTD.,18-237241003853,11/10/2023,5131,5131,5131, Inputs ,441480,0,0,256.55,, Yes ,Oct-22
6820,27AAPCS8508K1ZN,SEATRACK LOGISTICS SOLUTIONS PVT.LTD.,18-237241003854,11/10/2023,59467,59467,59467, Inputs ,441480,0,0,10704.06,, Yes ,Oct-22
6821,24BAOPR0606L1ZI,SECURE SAFETY SOLUTION,638,11/3/2023,1925,1925,1925, Inputs ,39269099,48.13,48.13,0,, Yes ,Oct-22
6822,24AEGPR5574N1ZU,SHAKTI PLASTIC,35,11/1/2023,12600,12600,12600, Inputs ,3926,1134,1134,0,, Yes ,Oct-22
6823,24AEGPR5574N1ZU,SHAKTI PLASTIC,36,11/6/2023,40000,40000,40000, Inputs ,3926,3600,3600,0,, Yes ,Oct-22
6824,24AXOPM2575K1ZZ,Sharvay Enterprise,SE/23/11/130,11/1/2023,1080,1080,1080, Inputs ,8535,97.2,97.2,0,, Yes ,Oct-22
6825,24ACNPV1936B1ZM,SHEETAL ENGINEERING WORKS,340/23-24,11/6/2023,3150,3150,3150, Inputs ,32071010,283.5,283.5,0,, Yes ,Oct-22
6826,24AAJCS6299R1Z9,SHEFIELD TECHNOPLAST PVT.LTD.,TI/3649/23-24,11/8/2023,206943,206943,206943, Inputs ,87089100,18624.84,18624.84,0,, Yes ,Oct-22
6827,24AAJCS6299R1Z9,SHEFIELD TECHNOPLAST PVT.LTD.,TI/3786/23-24,11/23/2023,214817,214817,214817, Inputs ,87089100,19333.53,19333.53,0,, Yes ,Oct-22
6828,24AACCS7981D1ZA,SHIL TECHNOLOGIES PRIVATE LIMITED,T/6980/23-24,11/1/2023,490,490,490, Inputs ,35069190,44.1,44.1,0,, Yes ,Oct-22
6829,24AADCS3108B1Z2,SHILCHAR  TECHNOLOGIES LIMITED,1133,11/8/2023,5880,5880,5880, Inputs ,85042310,529.2,529.2,0,, Yes ,Oct-22
6830,24ACJFS1081Q1ZN,SHINE INDUSTRIES,SI/23-24/222,11/21/2023,88200,88200,88200, Inputs ,39172990,7938,7938,0,, Yes ,Oct-22
6831,24AVOPJ4816E1ZN,SHIV SHAKTI STEEL ENTERPRISE,730,11/8/2023,530,530,530, Inputs ,72089000,47.74,47.74,0,, Yes ,Oct-22
6832,24AVOPJ4816E1ZN,SHIV SHAKTI STEEL ENTERPRISE,731,11/8/2023,351,351,351, Inputs ,72089000,31.59,31.59,0,, Yes ,Oct-22
6833,24AVOPJ4816E1ZN,SHIV SHAKTI STEEL ENTERPRISE,744,11/20/2023,27542,27542,27542, Inputs ,72089000,2478.76,2478.76,0,, Yes ,Oct-22
6834,24ADUFS8527K1Z9,SHIV SHAKTI TECHNOLOGIES,SS-133,11/23/2023,102,102,102, Inputs ,8547,9.18,9.18,0,, Yes ,Oct-22
6835,24ANKPV0831F1Z2,SHREE AMAR CRANE HIRING CO,604/23-24,11/4/2023,2100,2100,2100, Inputs ,440406,189,189,0,, Yes ,Oct-22
6836,24ANKPV0831F1Z2,SHREE AMAR CRANE HIRING CO,613/23-24,11/8/2023,2100,2100,2100, Inputs ,440406,189,189,0,, Yes ,Oct-22
6837,24AENPR5391G1Z3,SHREE ANUPAM SWITCHGEARS,1986/23-24,11/1/2023,4100,4100,4100, Inputs ,85371000,369,369,0,, Yes ,Oct-22
6838,24ABYFS7745K1Z7,SHREE CABLES,SC/0409/23-24,11/6/2023,26450,26450,26450, Inputs ,440262,2380.5,2380.5,0,, Yes ,Oct-22
6839,24ABYFS7745K1Z7,SHREE CABLES,SC/0410/23-24,11/6/2023,407728,407728,407728, Inputs ,440262,36695.52,36695.52,0,, Yes ,Oct-22
6840,24ABYFS7745K1Z7,SHREE CABLES,SC/0411/23-24,11/6/2023,99085,99085,99085, Inputs ,440262,8917.65,8917.65,0,, Yes ,Oct-22
6841,24ANNPV6659G1ZB,SHREE DIPESHWARI ENGINEERING,SDE2324/0136,11/4/2023,3700,3700,3700, Inputs ,40094100,333,333,0,, Yes ,Oct-22
6842,24BAPPG8516H1ZK,SHREE GAYATRI ENGINEERING AND GELVENIZING,SGEG-23-24/1131,11/1/2023,68163,68163,68163, Inputs ,79070090,6134.67,6134.67,0,, Yes ,Oct-22
6843,24ADCFS1122L2ZB,SHREE HARI ENTERPRISE,114,11/3/2023,150502,150502,150502, Input Services ,998519,13545.21,13545.21,0,, Yes ,Oct-22
6844,24ADCFS1122L2ZB,SHREE HARI ENTERPRISE,115,11/3/2023,474315,474315,474315, Input Services ,998519,42688.34,42688.34,0,, Yes ,Oct-22
6845,24ADCFS1122L2ZB,SHREE HARI ENTERPRISE,116,11/3/2023,89297,89297,89297, Input Services ,998519,8036.73,8036.73,0,, Yes ,Oct-22
6846,24BJFPP9785G1ZN,SHREE HARI SALES,70/23-24,11/21/2023,10800,#N/A,#N/A, Inputs ,83119000,270,270,0,, Yes ,Oct-22
6847,24BJFPP9785G1ZN,SHREE HARI SALES,71/23-24,11/25/2023,10803,#N/A,#N/A, Inputs ,83119000,972.23,972.23,0,, Yes ,Oct-22
6848,24ALRPP9253A1ZX,SHREE KHODIYAR ENGINEERS,535,11/1/2023,249200,249200,249200, Inputs ,73259930,22428,22428,0,, Yes ,Oct-22
6849,24ADPFS9123E1ZX,Shree Prakash Spring,SPS/TI1871/2324,11/1/2023,21100,21100,21100, Inputs ,7318,1899,1899,0,, Yes ,Oct-22
6850,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,259,11/3/2023,20800,20800,20800, Inputs ,44011010,1248,1248,0,, Yes ,Oct-22
6851,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,260,11/3/2023,5800,5800,5800, Inputs ,44011010,348,348,0,, Yes ,Oct-22
6852,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,266,11/9/2023,20800,20800,20800, Inputs ,44011010,1248,1248,0,, Yes ,Oct-22
6853,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,267,11/9/2023,1562,1562,1562, Inputs ,44011010,93.72,93.72,0,, Yes ,Oct-22
6854,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,269,11/10/2023,10325,10325,10325, Inputs ,44011010,619.5,619.5,0,, Yes ,Oct-22
6855,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,271,11/10/2023,1292,1292,1292, Inputs ,44011010,77.52,77.52,0,, Yes ,Oct-22
6856,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,278,11/24/2023,11320,11320,11320, Inputs ,44011010,679.2,679.2,0,, Yes ,Oct-22
6857,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,280,11/24/2023,5394,5394,5394, Inputs ,44011010,323.64,323.64,0,, Yes ,Oct-22
6858,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,288,11/29/2023,11800,11800,11800, Inputs ,44011010,708,708,0,, Yes ,Oct-22
6859,24AOVPP0872J1ZD,Shree Vishwakarma Steel Furniture,16,11/3/2023,31000,31000,31000, Input Services ,998873,2790,2790,0,, Yes ,Oct-22
6860,24AAFFS9397F1ZR,SHREEJI MARKETING CORPORATION,B/03388/23-24,11/9/2023,3358,3358,3358, Inputs ,85364100,302.24,302.24,0,, Yes ,Oct-22
6861,24FBHPP0115C1Z8,SHYAM ENTERPRISE,368,11/1/2023,1400,1400,1400, Inputs ,8536,126,126,0,, Yes ,Oct-22
6862,24FBHPP0115C1Z8,SHYAM ENTERPRISE,384,11/21/2023,2736,2736,2736, Inputs ,8536,246.24,246.24,0,, Yes ,Oct-22
6863,24ASGPP1450M1ZM,SHYAM INSTRUMENTS AND CALIBRATION SERVICES,604/2K23/24,11/2/2023,18232,18232,18232, Inputs ,8536,1640.84,1640.84,0,, Yes ,Oct-22
6864,24ADMFS8513P1ZD,SP LASER INDUSTRIES,SPL1879//23-24,11/2/2023,499,499,499, Inputs ,8456,44.93,44.93,0,, Yes ,Oct-22
6865,24ABJFS3319Q1ZO,SRINI LINK,6201,11/2/2023,12103,12103,12103, Inputs ,74130000,1089.23,1089.23,0,, Yes ,Oct-22
6866,24ABJFS3319Q1ZO,SRINI LINK,6313,11/6/2023,12103,12103,12103, Inputs ,74130000,1089.23,1089.23,0,, Yes ,Oct-22
6867,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/041,11/6/2023,6300,6300,6300, Inputs ,9801,567,567,0,, Yes ,Oct-22
6868,24AADCS2994M1ZV,SUKAN INDUSTRIAL MARKETING PRIVATE LIMITED,SIM/23-24/1168,11/24/2023,1064122,1064122,1064122, Capital Goods ,34031100,95770.98,95770.98,0,, Yes ,Oct-22
6869,24ABKPA2599M1ZC,SUN ELECTRICALS,S/346/23-24,11/7/2023,60250,60250,60250, Inputs ,38101010,5422.5,5422.5,0,, Yes ,Oct-22
6870,27AAACT1859P1ZR,THE MOTWANE MANUFACTURING COMPANY PVT LTD,200280,11/6/2023,13078,13078,13078, Inputs ,8543,0,0,2353.96,, Yes ,Oct-22
6871,08AACCT1693F1ZA,THE WIPE HOTWIRE INDIA THERMAL EQUIPMENTS PRIVATE LIMITED,DM23/102104,11/17/2023,337385,337385,337385, Inputs ,85441920,0,0,60729.25,, Yes ,Oct-22
6872,08AACCT1693F1ZA,THE WIPE HOTWIRE INDIA THERMAL EQUIPMENTS PRIVATE LIMITED,DM23/102134,11/20/2023,7474,7474,7474, Inputs ,85441920,0,0,1345.4,, Yes ,Oct-22
6873,24AAUFT1620R1ZK,TIRUPATI ELECTRICAL STAMPING,63,11/6/2023,270309,270309,270309, Inputs ,8504,24328,24328,0,, Yes ,Oct-22
6874,24AALFT0532B2ZO,TURN AND FORGE METAL TEC.,1646/23-24,11/2/2023,36125,36125,36125, Inputs ,74040022,3251.25,3251.25,0,, Yes ,Oct-22
6875,24AIQPP0065L1ZX,ULKA TRADING,UT147/23-24,11/18/2023,3600,3600,3600, Inputs ,73160090,324,324,0,, Yes ,Oct-22
6876,24AERPP4078E1Z7,UNIQUE INDUSTRIES,UI/23-24/804,11/1/2023,19550,19550,19550, Inputs ,84771000,1759.5,1759.5,0,, Yes ,Oct-22
6877,07AACCU5340C1ZP,UR UDYOG PRIVATE LIMITED,3626/UR/23-24,11/1/2023,66000,66000,66000, Inputs ,39206220,0,0,11880,, Yes ,Oct-22
6878,24ALKPS8999M1ZT,V.V. ELECTROTECH,VV/7966/23-24,11/24/2023,312500,312500,312500, Inputs ,85411000,28125,28125,0,, Yes ,Oct-22
6879,24AAACV7624G1ZF,VARDHAMAN STAMPINGS  PRIVATE LIMITED,23-24/669,11/9/2023,131772,131772,131772, Inputs ,72044100,11859.48,11859.48,0,, Yes ,Oct-22
6880,24AAACV7624G1ZF,VARDHAMAN STAMPINGS  PRIVATE LIMITED,23-24/694,11/24/2023,10008,10008,10008, Inputs ,72044100,900.72,900.72,0,, Yes ,Oct-22
6881,24AAPPV0017M1ZF,VARDHMAN ELECTRO SERVICES,VES-631/23-24,11/8/2023,5300,5300,5300, Inputs ,440245,477,477,0,, Yes ,Oct-22
6882,24BIEPS9495L1ZD,VENDSTOP,VR/23-24/735,11/1/2023,4000,4000,4000, Inputs ,84768990,360,360,0,, Yes ,Oct-22
6883,24AAACV7096A1ZH,VENINE MACHINES PVT. LTD.,V115/23-24,11/19/2023,90930,90930,90930, Inputs ,74199930,8183.7,8183.7,0,, Yes ,Oct-22
6884,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-4433,11/2/2023,1027889,1027889,1027889, Inputs ,73121090,92510.06,92510.06,0,, Yes ,Oct-22
6885,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-4505,11/7/2023,2130213,2130213,2130213, Inputs ,73121090,191719.17,191719.17,0,, Yes ,Oct-22
6886,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-4571,11/9/2023,2360957,2360957,2360957, Inputs ,73121090,212486.11,212486.11,0,, Yes ,Oct-22
6887,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-4612,11/18/2023,300810,300810,300810, Inputs ,73121090,27072.92,27072.92,0,, Yes ,Oct-22
6888,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-4684,11/21/2023,1488294,1488294,1488294, Inputs ,73121090,133946.45,133946.45,0,, Yes ,Oct-22
