S.No.,GSTIN,Supplier Name,Export Invoice Number ,Export Date ,Export Value, GSTR 2B , Taxable Value as per GSTR 2B ,Category of Input Supplies,HSN/SAC,CGST Amount,SGST Amount,IGST Amount,Cess, Eligible for ITC ,3B Month
2753,24BFNPS1454M1ZY,SHREY STATIONERY AND PRINTING SUPPLIER,GST/23-24/1363,1/12/2024,4530,4530,4530, Inputs ,96089990,407.7,407.7,0,, Yes ,Oct-22
2754,24BFNPS1454M1ZY,SHREY STATIONERY AND PRINTING SUPPLIER,GST/23-24/1370,1/17/2024,1650,1650,1650, Inputs ,96089990,148.5,148.5,0,, Yes ,Oct-22
2755,24BFNPS1454M1ZY,SHREY STATIONERY AND PRINTING SUPPLIER,GST/23-24/1382,1/18/2024,5550,5550,5550, Inputs ,96089990,333,333,0,, Yes ,Oct-22
2756,24BFNPS1454M1ZY,SHREY STATIONERY AND PRINTING SUPPLIER,GST/23-24/1388,1/20/2024,2660,2660,2660, Inputs ,96089990,239.4,239.4,0,, Yes ,Oct-22
2757,24BFNPS1454M1ZY,SHREY STATIONERY AND PRINTING SUPPLIER,GST/23-24/1399,1/24/2024,1364,1364,1364, Inputs ,96089990,122.76,122.76,0,, Yes ,Oct-22
2758,24BFNPS1454M1ZY,SHREY STATIONERY AND PRINTING SUPPLIER,GST/23-24/1400,1/24/2024,2000,2000,2000, Inputs ,96089990,180,180,0,, Yes ,Oct-22
2759,24BFNPS1454M1ZY,SHREY STATIONERY AND PRINTING SUPPLIER,GST23-24/1422,1/29/2024,6050,#N/A,#N/A, Inputs ,96089990,544.5,544.5,0,, Yes ,Oct-22
2760,24BFNPS1454M1ZY,SHREY STATIONERY AND PRINTING SUPPLIER,GST/23-24/1422,1/29/2024,3700,3700,3700, Inputs ,96089990,222,222,0,, Yes ,Oct-22
2761,24BFNPS1454M1ZY,SHREY STATIONERY AND PRINTING SUPPLIER,GST/23-24/1423,1/29/2024,10080,10080,10080, Inputs ,96089990,907.2,907.2,0,, Yes ,Oct-22
2762,24BFNPS1454M1ZY,SHREY STATIONERY AND PRINTING SUPPLIER,GST/23-24/1424,1/29/2024,400,400,400, Inputs ,96089990,36,36,0,, Yes ,Oct-22
2763,24BFNPS1454M1ZY,SHREY STATIONERY AND PRINTING SUPPLIER,GST/23-24/1427,1/29/2024,4800,4800,4800, Inputs ,96089990,432,432,0,, Yes ,Oct-22
2764,24AOQPS0532K1ZO,SHRI AJAY INDUSTRIES,GT/138,2/7/2024,1200,1200,1200, Inputs ,10091090,108,108,0,, Yes ,Oct-22
2765,24AOQPS0532K1ZO,SHRI AJAY INDUSTRIES,GT/140,2/9/2024,1764,1764,1764, Inputs ,10091090,158.76,158.76,0,, Yes ,Oct-22
2766,24ACZPC4058K1Z7,SHRI JAY AMBE ALLUMINIUM,38,2/11/2024,282600,282600,282600, Inputs ,76069290,25434,25434,0,, Yes ,Oct-22
2767,24ACZPC4058K1Z7,SHRI JAY AMBE ALLUMINIUM,39,2/22/2024,163280,163280,163280, Inputs ,76069290,14695.2,14695.2,0,, Yes ,Oct-22
2768,24FBHPP0115C1Z8,SHYAM ENTERPRISE,552,2/27/2024,450,450,450, Inputs ,8536,40.5,40.5,0,, Yes ,Oct-22
2769,24ATFPS0649M1ZB,SPOT THERMOPACK,1016,2/21/2024,12150,12150,12150, Inputs ,39269099,1093.5,1093.5,0,, Yes ,Oct-22
2770,24ATFPS0649M1ZB,SPOT THERMOPACK,974,2/7/2024,963,963,963, Inputs ,39269099,86.63,86.63,0,, Yes ,Oct-22
2771,27AATCS1353C1ZB,STAR WAREHOUSING AND TRANSPORT SERVICES PRIVATE LIMITED,L27SIWR0224-1324,2/14/2024,95385,95385,95385, Inputs ,440366,0,0,17169.3,, Yes ,Oct-22
2772,27AATCS1353C1ZB,STAR WAREHOUSING AND TRANSPORT SERVICES PRIVATE LIMITED,L27SIWR0224-1351,2/15/2024,7560,7560,7560, Inputs ,440366,0,0,1360.8,, Yes ,Oct-22
2773,27AAOFS1644L1ZP,STAR WIRE PRODUCT,G/SWP/23-24/0315,2/20/2024,6206776,6206776,6206776, Inputs ,72261100,0,0,1117219.68,, Yes ,Oct-22
2774,27AAOFS1644L1ZP,STAR WIRE PRODUCT,G/SWP/23-24/0318,2/20/2024,5120126,5120126,5120126, Inputs ,72261100,0,0,921622.68,, Yes ,Oct-22
2775,27AAOFS1644L1ZP,STAR WIRE PRODUCT,G/SWP/23-24/0320,2/20/2024,6223234,6223234,6223234, Inputs ,72261100,0,0,1120182.12,, Yes ,Oct-22
2776,27AAOFS1644L1ZP,STAR WIRE PRODUCT,G/SWP/23-24/0321,2/20/2024,6188208,6188208,6188208, Inputs ,72261100,0,0,1113877.44,, Yes ,Oct-22
2777,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/217,2/2/2024,31500,31500,31500, Inputs ,9801,2835,2835,0,, Yes ,Oct-22
2778,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/219,2/2/2024,31500,31500,31500, Inputs ,9801,2835,2835,0,, Yes ,Oct-22
2779,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/221,2/3/2024,63000,63000,63000, Inputs ,9801,5670,5670,0,, Yes ,Oct-22
2780,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/222,2/5/2024,44100,44100,44100, Inputs ,9801,3969,3969,0,, Yes ,Oct-22
2781,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/223,2/5/2024,18900,18900,18900, Inputs ,9801,1701,1701,0,, Yes ,Oct-22
2782,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/224,2/8/2024,63000,63000,63000, Inputs ,9801,5670,5670,0,, Yes ,Oct-22
2783,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/238,2/9/2024,63000,63000,63000, Inputs ,9801,5670,5670,0,, Yes ,Oct-22
2784,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/239,2/10/2024,44100,44100,44100, Inputs ,9801,3969,3969,0,, Yes ,Oct-22
2785,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/245,2/12/2024,31500,31500,31500, Inputs ,9801,2835,2835,0,, Yes ,Oct-22
2786,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/248,2/13/2024,126000,126000,126000, Inputs ,9801,11340,11340,0,, Yes ,Oct-22
2787,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/249,2/14/2024,75600,75600,75600, Inputs ,9801,6804,6804,0,, Yes ,Oct-22
2788,24ABKPA2599M1ZC,SUN ELECTRICALS,S/473/23-24,2/14/2024,4050,4050,4050, Inputs ,38101010,364.5,364.5,0,, Yes ,Oct-22
2789,24ABKPA2599M1ZC,SUN ELECTRICALS,S/475/23-24,2/14/2024,44250,44250,44250, Inputs ,38101010,3982.5,3982.5,0,, Yes ,Oct-22
2790,24ABKPA2599M1ZC,SUN ELECTRICALS,S/477/23-24,2/15/2024,41800,41800,41800, Inputs ,38101010,3762,3762,0,, Yes ,Oct-22
2791,24AGEPM0165A2Z2,SUN STATIONERY & SAFETY,23-24/VDR-0211,2/9/2024,8250,8250,8250, Inputs ,4817,495,495,0,, Yes ,Oct-22
2792,24AUKPJ0501D1ZD,SUNRISE INDUSTRIES,SUN/030/2023-24,2/20/2024,6000,6000,6000, Inputs ,2914,540,540,0,, Yes ,Oct-22
2793,27AAECS0071N1Z6,SURAJ FOUNDRIES PVT LTD,1891/2023-24,2/5/2024,6239,6239,6239, Inputs ,74199930,0,0,1123.08,, Yes ,Oct-22
2794,24AFWPP3417R1ZK,SURYA ENGINEERING,81/2023-24,2/5/2024,12000,12000,12000, Input Services ,9987,1080,1080,0,, Yes ,Oct-22
2795,24AFWPP3417R1ZK,SURYA ENGINEERING,84/2023-24,2/12/2024,4440,4440,4440, Input Services ,9987,399.6,399.6,0,, Yes ,Oct-22
2796,06AAKCS3674H1Z2,SURYANSH PULP & BOARD (P) Ltd.,295/2023-24,2/8/2024,331500,331500,331500, Inputs ,48103920,0,0,39780,, Yes ,Oct-22
2797,24AAACT7751N1ZY,TASHKENT OIL COMPANY PRIVATE LIMITED,2752,2/6/2024,874658,874658,874658, Inputs ,27101990,78719,78719,0,, Yes ,Oct-22
2798,08AACCT1693F1ZA,THE WIPE HOTWIRE INDIA THERMAL EQUIPMENTS PRIVATE LIMITED,DM23/102977,2/6/2024,25684,25684,25684, Inputs ,85441920,0,0,4623.14,, Yes ,Oct-22
2799,08AACCT1693F1ZA,THE WIPE HOTWIRE INDIA THERMAL EQUIPMENTS PRIVATE LIMITED,DM23/103034,2/11/2024,588825,588825,588825, Inputs ,85441920,0,0,105988.41,, Yes ,Oct-22
2800,08AACCT1693F1ZA,THE WIPE HOTWIRE INDIA THERMAL EQUIPMENTS PRIVATE LIMITED,DM23/103035,2/11/2024,915369,915369,915369, Inputs ,85441920,0,0,164766.35,, Yes ,Oct-22
2801,08AACCT1693F1ZA,THE WIPE HOTWIRE INDIA THERMAL EQUIPMENTS PRIVATE LIMITED,DM23/103036,2/11/2024,2735576,2735576,2735576, Inputs ,85441920,0,0,492403.75,, Yes ,Oct-22
2802,08AACCT1693F1ZA,THE WIPE HOTWIRE INDIA THERMAL EQUIPMENTS PRIVATE LIMITED,DM23/103119,2/20/2024,528397,528397,528397, Inputs ,85441920,0,0,95111.49,, Yes ,Oct-22
2803,08AACCT1693F1ZA,THE WIPE HOTWIRE INDIA THERMAL EQUIPMENTS PRIVATE LIMITED,DM23/103120,2/20/2024,3149000,3149000,3149000, Inputs ,85441920,0,0,566820.02,, Yes ,Oct-22
2804,24AAUFT1620R1ZK,TIRUPATI ELECTRICAL STAMPING,100,2/2/2024,138620,138620,138620, Inputs ,8504,12476,12476,0,, Yes ,Oct-22
2805,24AAUFT1620R1ZK,TIRUPATI ELECTRICAL STAMPING,103,2/8/2024,173275,173275,173275, Inputs ,8504,15595,15595,0,, Yes ,Oct-22
2806,24AAUFT1620R1ZK,TIRUPATI ELECTRICAL STAMPING,104,2/12/2024,52800,52800,52800, Inputs ,8504,4752,4752,0,, Yes ,Oct-22
2807,24AAUFT1620R1ZK,TIRUPATI ELECTRICAL STAMPING,105,2/17/2024,36000,36000,36000, Inputs ,8504,3240,3240,0,, Yes ,Oct-22
2808,24AAUFT1620R1ZK,TIRUPATI ELECTRICAL STAMPING,110,2/26/2024,177896,177896,177896, Inputs ,8504,16011,16011,0,, Yes ,Oct-22
2809,24AALFT0532B2ZO,TURN AND FORGE METAL TEC.,2375/23-24,2/17/2024,21500,21500,21500, Inputs ,74040022,1935,1935,0,, Yes ,Oct-22
2810,24AVUPP0746R1ZN,UMIYA STEEL,395,2/2/2024,24307,24307,24307, Inputs ,72230010,2187.63,2187.63,0,, Yes ,Oct-22
2811,24AVUPP0746R1ZN,UMIYA STEEL,403,2/6/2024,7354,7354,7354, Inputs ,72230010,661.9,661.9,0,, Yes ,Oct-22
2812,24AVUPP0746R1ZN,UMIYA STEEL,405,2/6/2024,1500,1500,1500, Inputs ,72230010,135,135,0,, Yes ,Oct-22
2813,24AAACU0564G2ZM,UNION BANK OF INDIA (UNION LOAN POINT BRANCH),4648001022400030,2/29/2024,24367,24367,24367, Inputs ,440173,2193.34,2193.34,0,, Yes ,Oct-22
2814,24AAACU0564G2ZM,UNION BANK OF INDIA (UNION LOAN POINT BRANCH),4648001102400020,10/31/2023,64,64,64, Inputs ,440173,5.72,5.72,0,, Yes ,Oct-22
2815,24AAACU0564G2ZM,UNION BANK OF INDIA (UNION LOAN POINT BRANCH),5334001022400010,2/29/2024,376184,376184,376184, Inputs ,440173,33856.55,33856.55,0,, Yes ,Oct-22
2816,24AAACU0564G2ZM,UNION BANK OF INDIA (UNION LOAN POINT BRANCH),5334260224000020,2/29/2024,352125,352125,352125, Inputs ,440173,31691.33,31691.33,0,, Yes ,Oct-22
2817,24AAACU0564G2ZM,UNION BANK OF INDIA (UNION LOAN POINT BRANCH),6733001022400000,2/29/2024,5,5,5, Inputs ,440173,0.43,0.43,0,, Yes ,Oct-22
2818,24AERPP4078E1Z7,UNIQUE INDUSTRIES,UI/23-24/1157,2/5/2024,6380,6380,6380, Inputs ,84771000,574.2,574.2,0,, Yes ,Oct-22
2819,24AERPP4078E1Z7,UNIQUE INDUSTRIES,UI/23-24/1208,2/21/2024,2683,2683,2683, Inputs ,84771000,241.49,241.49,0,, Yes ,Oct-22
2820,24AERPP4078E1Z7,UNIQUE INDUSTRIES,UI/23-24/1209,2/21/2024,5010,5010,5010, Inputs ,84771000,450.9,450.9,0,, Yes ,Oct-22
2821,07AACCU5340C1ZP,UR UDYOG PRIVATE LIMITED,5152/UR/23-24,2/2/2024,22000,22000,22000, Inputs ,39206220,0,0,3960,, Yes ,Oct-22
2822,07AACCU5340C1ZP,UR UDYOG PRIVATE LIMITED,5173/UR/23-24,2/3/2024,65000,65000,65000, Inputs ,39206220,0,0,11700,, Yes ,Oct-22
2823,07AACCU5340C1ZP,UR UDYOG PRIVATE LIMITED,5220/UR/23-24,2/6/2024,30000,30000,30000, Inputs ,39206220,0,0,5400,, Yes ,Oct-22
2824,07AACCU5340C1ZP,UR UDYOG PRIVATE LIMITED,5409/UR/23-24,2/16/2024,70000,70000,70000, Inputs ,39206220,0,0,12600,, Yes ,Oct-22
2825,07AACCU5340C1ZP,UR UDYOG PRIVATE LIMITED,5434/UR/23-24,2/17/2024,22000,22000,22000, Inputs ,39206220,0,0,3960,, Yes ,Oct-22
2826,07AACCU5340C1ZP,UR UDYOG PRIVATE LIMITED,5474/UR/23-24,2/20/2024,83000,83000,83000, Inputs ,39206220,0,0,14940,, Yes ,Oct-22
2827,24ALKPS8999M1ZT,V.V. ELECTROTECH,VV/10234/23-24,2/1/2024,621600,621600,621600, Inputs ,85411000,55944,55944,0,, Yes ,Oct-22
2828,24ALKPS8999M1ZT,V.V. ELECTROTECH,VV/10403/23-24,2/6/2024,78400,78400,78400, Inputs ,85411000,7056,7056,0,, Yes ,Oct-22
2829,24AAPFV2990K1ZI,VARIEGATE INDUSTRIES LLP,101/23-24,2/2/2024,1094,1094,1094, Inputs ,3917,98.5,98.5,0,, Yes ,Oct-22
2830,24AAPFV2990K1ZI,VARIEGATE INDUSTRIES LLP,109/23-24,2/7/2024,4300,4300,4300, Inputs ,3917,387,387,0,, Yes ,Oct-22
2831,24AAPFV2990K1ZI,VARIEGATE INDUSTRIES LLP,119/23-24,2/23/2024,1750,1750,1750, Inputs ,3917,157.5,157.5,0,, Yes ,Oct-22
2832,24AAPFV2990K1ZI,VARIEGATE INDUSTRIES LLP,125/23-24,2/28/2024,2200,2200,2200, Inputs ,3917,198,198,0,, Yes ,Oct-22
2833,24BIEPS9495L1ZD,VENDSTOP,VR/23-24/1118,2/1/2024,4000,4000,4000, Inputs ,84768990,360,360,0,, Yes ,Oct-22
2834,24AAACV7096A1ZH,VENINE MACHINES PVT. LTD.,V150/23-24,2/4/2024,29105,29105,29105, Inputs ,74199930,2619.45,2619.45,0,, Yes ,Oct-22
2835,24AAACV7096A1ZH,VENINE MACHINES PVT. LTD.,V155/23-24,2/8/2024,51660,51660,51660, Inputs ,74199930,4649.4,4649.4,0,, Yes ,Oct-22
2836,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6392,2/6/2024,4526020,4526020,4526020, Inputs ,73121090,407341.76,407341.76,0,, Yes ,Oct-22
2837,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6413,2/6/2024,658999,658999,658999, Inputs ,73121090,59309.91,59309.91,0,, Yes ,Oct-22
2838,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6505,2/10/2024,1426573,1426573,1426573, Inputs ,73121090,128391.59,128391.59,0,, Yes ,Oct-22
2839,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6508,2/10/2024,298728,298728,298728, Inputs ,73121090,26885.53,26885.53,0,, Yes ,Oct-22
2840,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6513,2/10/2024,51112,51112,51112, Inputs ,73121090,4600.1,4600.1,0,, Yes ,Oct-22
2841,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6567,2/13/2024,2847359,2847359,2847359, Inputs ,73121090,256262.32,256262.32,0,, Yes ,Oct-22
2842,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6641,2/16/2024,2856609,2856609,2856609, Inputs ,73121090,257094.84,257094.84,0,, Yes ,Oct-22
2843,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6643,2/16/2024,310672,310672,310672, Inputs ,73121090,27960.44,27960.44,0,, Yes ,Oct-22
2844,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6657,2/16/2024,327861,327861,327861, Inputs ,73121090,29507.48,29507.48,0,, Yes ,Oct-22
2845,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6732,2/19/2024,2194454,2194454,2194454, Inputs ,73121090,197500.81,197500.81,0,, Yes ,Oct-22
2846,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6739,2/20/2024,662617,662617,662617, Inputs ,73121090,59635.52,59635.52,0,, Yes ,Oct-22
2847,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6772,2/21/2024,933008,933008,933008, Inputs ,73121090,83970.75,83970.75,0,, Yes ,Oct-22
2848,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6814,2/21/2024,850399,850399,850399, Inputs ,73121090,76535.9,76535.9,0,, Yes ,Oct-22
2849,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6815,2/21/2024,210333,210333,210333, Inputs ,73121090,18930,18930,0,, Yes ,Oct-22
2850,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6816,2/22/2024,83426,83426,83426, Inputs ,73121090,7508.31,7508.31,0,, Yes ,Oct-22
2851,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6875,2/24/2024,921648,921648,921648, Inputs ,73121090,82948.28,82948.28,0,, Yes ,Oct-22
2852,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6879,2/24/2024,662338,662338,662338, Inputs ,73121090,59610.38,59610.38,0,, Yes ,Oct-22
2853,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6882,2/24/2024,83219,83219,83219, Inputs ,73121090,7489.71,7489.71,0,, Yes ,Oct-22
2854,24CIZPS9253E1ZI,VINAYAK ENTERPRISE,V-329,2/29/2024,22720,22720,22720, Inputs ,2815,2044.8,2044.8,0,, Yes ,Oct-22
2855,24BKNPP0818F1Z7,VISHWA ELECTRICAL,80,2/1/2024,19500,19500,19500, Inputs ,6911,1755,1755,0,, Yes ,Oct-22
2856,24AAHCV0985B1ZG,VNS METALS PRIVATE LIMITED,VNS/379,2/7/2024,178204,178204,178204, Inputs ,8504,16038,16038,0,, Yes ,Oct-22
2857,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816635,2/27/2024,199,199,199, Input Services ,9984,17.91,17.91,0,, Yes ,Oct-22
2858,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816656,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2859,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816660,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2860,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816661,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2861,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816663,2/27/2024,327,327,327, Input Services ,9984,29.43,29.43,0,, Yes ,Oct-22
2862,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816664,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2863,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816665,2/27/2024,307,307,307, Input Services ,9984,27.63,27.63,0,, Yes ,Oct-22
2864,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816666,2/27/2024,341,341,341, Input Services ,9984,30.69,30.69,0,, Yes ,Oct-22
2865,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816667,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2866,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816668,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2867,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816670,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2868,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816672,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2869,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816675,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2870,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816676,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2871,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816679,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2872,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816680,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2873,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816682,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2874,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816684,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2875,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816685,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2876,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816688,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2877,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816690,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2878,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816692,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2879,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816695,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2880,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816696,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2881,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816697,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2882,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816699,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2883,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816700,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2884,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816701,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2885,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816703,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2886,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816704,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2887,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816705,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2888,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816706,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2889,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816708,2/27/2024,314,314,314, Input Services ,9984,28.26,28.26,0,, Yes ,Oct-22
2890,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816709,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2891,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816711,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2892,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816712,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2893,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816713,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2894,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816715,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2895,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816716,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2896,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816718,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2897,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816719,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2898,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816721,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2899,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816722,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2900,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816724,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2901,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816726,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2902,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816728,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2903,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816729,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2904,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816731,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2905,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816732,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2906,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816733,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2907,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816735,2/27/2024,299,299,299, Input Services ,9984,26.91,26.91,0,, Yes ,Oct-22
2908,24AAACB2100P1Z3,Vodafone Idea Limited,GJI0602433816736,2/27/2024,1031,1031,1031, Input Services ,9984,92.79,92.79,0,, Yes ,Oct-22
